ID	Concept	Doculect	Value	Tokens
34846	blood	n21tumbukamalawi	ndopa	n d o p a
34847	bone	n21tumbukamalawi	chiwang(w)a	tʃ i w a n g w a
34848	breast	n21tumbukamalawi	cifuša	c i f u ʂ a
34849	burn	n21tumbukamalawi	ku-phya	k u p h j a
34850	cloud	n21tumbukamalawi	mu-tambo	m u t a m b o
34851	come	n21tumbukamalawi	ku-za	k u z a
34852	die	n21tumbukamalawi	ku-fwa	k u f w a
34853	dog	n21tumbukamalawi	galu	g a l u
34854	drink	n21tumbukamalawi	ku-mwa	k u m w a
34855	ear	n21tumbukamalawi	khutu	k h u t u
34856	eat	n21tumbukamalawi	kurya	k u r j a
34857	egg	n21tumbukamalawi	sumbi	s u m b i
34858	eye	n21tumbukamalawi	jiso	j i s o
34859	fat, oil	n21tumbukamalawi	mafuta	m a f u t a
34860	feather	n21tumbukamalawi	hungwa ma-	h u n g w a + m a
34861	fingernail	n21tumbukamalawi	njobe	n j o b e
34862	fire	n21tumbukamalawi	moto	m o t o
34863	fish	n21tumbukamalawi	chi-somba	tʃ i s o m b a
34864	fly	n21tumbukamalawi	ku-duka	k u d u k a
34865	give	n21tumbukamalawi	kupa	k u p a
34866	ground, soil	n21tumbukamalawi	pasi	p a s i
34867	hair	n21tumbukamalawi	sisi	s i s i
34868	head	n21tumbukamalawi	mu-tu	m u t u
34869	hear	n21tumbukamalawi	ku-pulika	k u p u l i k a
34870	heart	n21tumbukamalawi	mtima	m t i m a
34871	horn	n21tumbukamalawi	li-mphondo	l i m p h o n d o
34872	kill	n21tumbukamalawi	ku-koma	k u k o m a
34873	knee	n21tumbukamalawi	khongono	k h o n g o n o
34874	know	n21tumbukamalawi	ku-maɲa	k u m a ɲ a
34875	leaf	n21tumbukamalawi	jani	j a n i
34876	leg	n21tumbukamalawi	lundi	l u n d i
34877	liver	n21tumbukamalawi	phapo	p h a p o
34878	louse	n21tumbukamalawi	ɲinda	ɲ i n d a
34879	man	n21tumbukamalawi	mwanalume	m w a n a l u m e
34880	moon	n21tumbukamalawi	mwezi	m w e z i
34881	mouth	n21tumbukamalawi	mlomo	m l o m o
34882	name	n21tumbukamalawi	zina	z i n a
34883	neck	n21tumbukamalawi	singo	s i n g o
34884	night	n21tumbukamalawi	usiku	u s i k u
34885	nose	n21tumbukamalawi	mphuno	m p h u n o
34886	one	n21tumbukamalawi	-moza	m o z a
34887	person	n21tumbukamalawi	muntu	m u n t u
34888	rain	n21tumbukamalawi	vula	v u l a
34889	road	n21tumbukamalawi	nthowa	n t h o w a
34890	root	n21tumbukamalawi	m-sisi	m s i s i
34891	sand	n21tumbukamalawi	mchenga	m tʃ e n g a
34892	see	n21tumbukamalawi	kuwona	k u w o n a
34893	skin	n21tumbukamalawi	ci-kumba	c i k u m b a
34894	sleep	n21tumbukamalawi	-tulo	t u l o
34895	smoke	n21tumbukamalawi	josi	j o s i
34896	stone	n21tumbukamalawi	libwe	l i b w e
34897	sun	n21tumbukamalawi	zuša	z u ʂ a
34898	tail	n21tumbukamalawi	mu-chira	m u tʃ i r a
34899	tongue	n21tumbukamalawi	lulime	l u l i m e
34900	tooth	n21tumbukamalawi	jino	j i n o
34901	tree	n21tumbukamalawi	khuni	k h u n i
34902	two	n21tumbukamalawi	-šili	ʂ i l i
34903	walk	n21tumbukamalawi	kw-enda	k w e n d a
34904	water	n21tumbukamalawi	maji	m a j i
34905	woman	n21tumbukamalawi	mwanakazi	m w a n a k a z i
34906	animal	n31chewa	ɲàmà	ɲ a m a
34907	arm	n31chewa	kóno	k o n o
34908	ashes	n31chewa	phulusa	p h u l u s a
34909	bark	n31chewa	khungwa	k h u n g w a
34910	bed	n31chewa	bedula	b e d u l a
34911	belly	n31chewa	mímba	m i m b a
34912	big	n31chewa	-kulu	k u l u
34913	bird	n31chewa	mbálame	m b a l a m e
34914	bite	n31chewa	womola	w o m o l a
34915	blood	n31chewa	gazi	g a z i
34916	bone	n31chewa	pfúpa	p f u p a
34917	breast	n31chewa	yére	j e r e
34918	burn	n31chewa	-psa	p s a
34919	child	n31chewa	aná	a n a
34920	cloud	n31chewa	tambo	t a m b o
34921	come	n31chewa	dza	dz a
34922	count	n31chewa	welenga	w e l e n g a
34923	dew	n31chewa	me	m e
34924	die	n31chewa	fa	f a
34925	dog	n31chewa	garu	g a r u
34926	drink	n31chewa	mwa	m w a
34927	ear	n31chewa	khutu	k h u t u
34928	eat	n31chewa	dia	d i a
34929	egg	n31chewa	dzira	dz i r a
34930	elephant	n31chewa	jovu	j o v u
34931	eye	n31chewa	díso	d i s o
34932	face	n31chewa	khópe	k h o p e
34933	fall	n31chewa	gwa	g w a
34934	fat, oil	n31chewa	fúta	f u t a
34935	feather	n31chewa	nthenga	n t h e n g a
34936	fingernail	n31chewa	khádabo	k h a d a b o
34937	fire	n31chewa	óto	o t o
34938	fire-wood	n31chewa	khúni	k h u n i
34939	fish	n31chewa	sómba	s o m b a
34940	five	n31chewa	isanu	i s a n u
34941	fly	n31chewa	uluká	u l u k a
34942	four	n31chewa	nái	n a i
34943	give	n31chewa	patsa/peleka	p a ts a
34944	goat	n31chewa	búzi	b u z i
34945	ground, soil	n31chewa	dothe	d o t h e
34946	hair	n31chewa	sítsi	s i ts i
34947	head	n31chewa	tú	t u
34948	hear	n31chewa	mvera	m v e r a
34949	heart	n31chewa	tíma	t i m a
34950	horn	n31chewa	ɲaŋgá	ɲ a ŋ g a
34951	house	n31chewa	umba	u m b a
34952	hunger	n31chewa	jala	j a l a
34953	intestine	n31chewa	utumbo	u t u m b o
34954	iron	n31chewa	tsúlo	ts u l o
34955	kill	n31chewa	pha	p h a
34956	knee	n31chewa	bóndo	b o n d o
34957	knife	n31chewa	lupangá	l u p a n g a
34958	know	n31chewa	dziwa	dz i w a
34959	leaf	n31chewa	tsamba	ts a m b a
34960	leg	n31chewa	endo	e n d o
34961	liver	n31chewa	windí	w i n d i
34962	louse	n31chewa	sabwe	s a b w e
34963	man	n31chewa	am´na	a m n a
34964	moon	n31chewa	ezí	e z i
34965	mouth	n31chewa	kamwa	k a m w a
34966	name	n31chewa	dzína	dz i n a
34967	navel	n31chewa	chómbo	tʃ o m b o
34968	neck	n31chewa	khosi	k h o s i
34969	night	n31chewa	síku	s i k u
34970	nose	n31chewa	funo	f u n o
34971	one	n31chewa	módzi	m o dz i
34972	person	n31chewa	nthu	n t h u
34973	rain	n31chewa	bvúla	b v u l a
34974	road	n31chewa	jira	j i r a
34975	root	n31chewa	zu	z u
34976	salt	n31chewa	chére	tʃ e r e
34977	sand	n31chewa	chenga	tʃ e n g a
34978	see	n31chewa	ona	o n a
34979	send	n31chewa	tuma	t u m a
34980	shame	n31chewa	ɲazí	ɲ a z i
34981	sing	n31chewa	imba	i m b a
34982	skin	n31chewa	nguo	n g u o
34983	sky	n31chewa	thambo	t h a m b o
34984	sleep	n31chewa	tuló	t u l o
34985	smoke	n31chewa	tsí	ts i
34986	snake	n31chewa	ndziira	n dz i i r a
34987	spear	n31chewa	thúngo	t h u n g o
34988	steal	n31chewa	ba	b a
34989	stone	n31chewa	alá	a l a
34990	sun	n31chewa	dzúwa	dz u w a
34991	tail	n31chewa	chíra	tʃ i r a
34992	ten	n31chewa	khúmi	k h u m i
34993	three	n31chewa	itátu	i t a t u
34994	tongue	n31chewa	líme	l i m e
34995	tooth	n31chewa	dzíno	dz i n o
34996	tree	n31chewa	nténgo	n t e n g o
34997	two	n31chewa	iwíri	i w i r i
34998	urine	n31chewa	kodzó	k o dz o
34999	village	n31chewa	dzi	dz i
35000	vomit	n31chewa	sanza	s a n z a
35001	walk	n31chewa	yenda	j e n d a
35002	war	n31chewa	khóndo	k h o n d o
35003	water	n31chewa	dzí	dz i
35004	wind	n31chewa	phépo	p h e p o
35005	woman	n31chewa	kázi	k a z i
35006	animal	n42kunda	ɲama	ɲ a m a
35007	arm	n42kunda	dzanza	dz a n z a
35008	ashes	n42kunda	ma-dotha	m a d o t h a
35009	bark	n42kunda	chi-bade	tʃ i b a d e
35010	belly	n42kunda	mimba	m i m b a
35011	big	n42kunda	-kulu	k u l u
35012	bird	n42kunda	mbalame	m b a l a m e
35013	bite	n42kunda	-luma	l u m a
35014	blood	n42kunda	-gazi	g a z i
35015	bone	n42kunda	pfupa	p f u p a
35016	breast	n42kunda	dzamu	dz a m u
35017	burn	n42kunda	-psa	p s a
35018	cloud	n42kunda	mtambo	m t a m b o
35019	come	n42kunda	-bwera	b w e r a
35020	die	n42kunda	-fa	f a
35021	dog	n42kunda	mbwaya	m b w a j a
35022	drink	n42kunda	-mwa	m w a
35023	ear	n42kunda	khutu	k h u t u
35024	eat	n42kunda	-dya	d j a
35025	egg	n42kunda	dzai	dz a i
35026	eye	n42kunda	diso	d i s o
35027	fat, oil	n42kunda	ma-futa	m a f u t a
35028	feather	n42kunda	thengela	t h e n g e l a
35029	fingernail	n42kunda	chala	tʃ a l a
35030	fire	n42kunda	moto	m o t o
35031	fish	n42kunda	nsomba	n s o m b a
35032	fly	n42kunda	-mbuluka	m b u l u k a
35033	give	n42kunda	-pasa	p a s a
35034	ground, soil	n42kunda	pansi	p a n s i
35035	hair	n42kunda	tsitsi	ts i ts i
35036	head	n42kunda	msoro	m s o r o
35037	hear	n42kunda	-mva	m v a
35038	heart	n42kunda	mtima	m t i m a
35039	horn	n42kunda	ɲanga	ɲ a n g a
35040	kill	n42kunda	-pha	p h a
35041	knee	n42kunda	-bondo	b o n d o
35042	know	n42kunda	-dziša	dz i ʂ a
35043	leaf	n42kunda	tsamba	ts a m b a
35044	leg	n42kunda	mw-endo	m w e n d o
35045	liver	n42kunda	-lopa chi-	l o p a + tʃ i
35046	louse	n42kunda	nsawawa	n s a w a w a
35047	man	n42kunda	mwamuna	m w a m u n a
35048	moon	n42kunda	mwezi	m w e z i
35049	mouth	n42kunda	kamwa	k a m w a
35050	name	n42kunda	dzina	dz i n a
35051	neck	n42kunda	khosi	k h o s i
35052	night	n42kunda	usiku	u s i k u
35053	nose	n42kunda	mphuno	m p h u n o
35054	one	n42kunda	-modzi	m o dz i
35055	person	n42kunda	mu-nthu	m u n t h u
35056	rain	n42kunda	mvula	m v u l a
35057	road	n42kunda	njila	n j i l a
35058	root	n42kunda	muzu	m u z u
35059	sand	n42kunda	mcenga	m c e n g a
35060	see	n42kunda	-ona	o n a
35061	skin	n42kunda	khanda	k h a n d a
35062	smoke	n42kunda	utsi	u ts i
35063	stone	n42kunda	mwala	m w a l a
35064	sun	n42kunda	dzuša	dz u ʂ a
35065	tail	n42kunda	mcira	m c i r a
35066	tongue	n42kunda	lilime	l i l i m e
35067	tooth	n42kunda	dzino	dz i n o
35068	tree	n42kunda	mtengo	m t e n g o
35069	two	n42kunda	-širi	ʂ i r i
35070	water	n42kunda	madzi	m a dz i
35071	woman	n42kunda	mkazi	m k a z i
35072	animal	njengrassfields	áɲɛ̀m	a ɲ ɛ m
35073	arm	njengrassfields	àbókˋ	a b o k ʔ
35074	ashes	njengrassfields	àdzə̂m	a dz ə m
35075	bed	njengrassfields	ìkúonˊ	i k u o n
35076	belly	njengrassfields	ábə̀m	a b ə m
35077	bird	njengrassfields	áɲʉ̀n˚	a ɲ ʉ n
35078	blood	njengrassfields	àlʉámˋ	a l ʉ a m ʔ
35079	bone	njengrassfields	àkʷínˊ	a kʷ i n
35080	breast	njengrassfields	ìbʉ́nˋ	i b ʉ n ʔ
35081	child	njengrassfields	wɛ́n	w ɛ n
35082	cloud	njengrassfields	mpàˀ	m p aˀ
35083	dog	njengrassfields	ábū	a b u
35084	ear	njengrassfields	àtòŋə́	a t o ŋ ə
35085	egg	njengrassfields	èbūom	e b u o m
35086	elephant	njengrassfields	šʉɔ̄n	ʂ ʉ ɔ n
35087	eye	njengrassfields	ìɣʉ́ ˋ	i ɣ ʉ
35088	face	njengrassfields	ìsí ˋ	i s i
35089	fat, oil	njengrassfields	mə̀wútˊ	m ə w u t
35090	feather	njengrassfields	èɡü̑ri	e g y r i
35091	fingernail	njengrassfields	m̀bɛ̄n	m b ɛ n
35092	fire	njengrassfields	èyǖt	e j y t
35093	fire-wood	njengrassfields	èwínˊ	e w i n
35094	fish	njengrassfields	šú or sú	ʂ u
35095	five	njengrassfields	tɛ̀ɛ́n	t ɛ ɛ n
35096	four	njengrassfields	kʷɛ̂k	kʷ ɛ k
35097	goat	njengrassfields	ɡǘ	g y
35098	ground, soil	njengrassfields	sɛ̄k	s ɛ k
35099	hair	njengrassfields	ɲə̑m	ɲ ə m
35100	head	njengrassfields	àtúˋ	a t u ʔ
35101	heart	njengrassfields	èntʉ̰̄	e n t ũ
35102	horn	njengrassfields	ǹdɔ̄ŋ	n d ɔ ŋ
35103	house	njengrassfields	lʉ́ɔ	l ʉ ɔ
35104	hunger	njengrassfields	ǹjɛ̀k	n j ɛ k
35105	iron	njengrassfields	àtʉ́nə́	a t ʉ n ə
35106	knee	njengrassfields	fìnjòŋ˚	f i n j o ŋ
35107	knife	njengrassfields	ámbɛ̄k	a m b ɛ k
35108	leaf	njengrassfields	ìfúˀˋ	i f uˀ ʔ
35109	leg	njengrassfields	àwū	a w u
35110	liver	njengrassfields	ìbɛ̂k	i b ɛ k
35111	louse	njengrassfields	ŋkɔ̀t	ŋ k ɔ t
35112	man	njengrassfields	mbɛ̂n	m b ɛ n
35113	moon	njengrassfields	ìŋṵ́ ˋ	i ŋ ũ
35114	mouth	njengrassfields	ìčû	i tʃ û
35115	name	njengrassfields	èlə́n ˋ	e l ə n
35116	navel	njengrassfields	átɔ̀ŋ̊	a t ɔ ŋ̊
35117	neck	njengrassfields	àtɔ́ŋˋ	a t ɔ ŋ ʔ
35118	night	njengrassfields	nìnjə̌m	n i n j ə m
35119	nose	njengrassfields	ìjí	i j i
35120	one	njengrassfields	kɔ́ɔ mɔ̄ˀ	k ɔ ɔ + m ɔˀ
35121	person	njengrassfields	wɔ̑t	w ɔ t
35122	rain	njengrassfields	m̀bə̀ŋ	m b ə ŋ
35123	root	njengrassfields	ìɣāŋ	i ɣ a ŋ
35124	salt	njengrassfields	áŋɡʷāŋ	a ŋ gʷ a ŋ
35125	skin	njengrassfields	ɡôp	g o p
35126	sky	njengrassfields	ìɡút	i g u t
35127	smoke	njengrassfields	ǹdīˀ	n d iˀ
35128	snake	njengrassfields	àɣɨ́àbɔ̀ŋ	a ɣ ɨ a b ɔ ŋ
35129	spear	njengrassfields	ìɣɔ̄ŋ	i ɣ ɔ ŋ
35130	stone	njengrassfields	ìtɛ́kˊ	i t ɛ k
35131	sun	njengrassfields	ɲə̂m	ɲ ə m
35132	tail	njengrassfields	èku͞on	e k u o n
35133	ten	njengrassfields	ɣə̄m	ɣ ə m
35134	three	njengrassfields	tát	t a t
35135	tongue	njengrassfields	èlʉ́ʉ̰ˊ	e l ʉ ʉ̃
35136	tooth	njengrassfields	ìsɔ̄ŋ	i s ɔ ŋ
35137	tree	njengrassfields	àžǘtˊ	a ʐ y t
35138	two	njengrassfields	bi͞a	b i a
35139	urine	njengrassfields	mèčîn	m e tʃ i n
35140	village	njengrassfields	àbén	a b e n
35141	war	njengrassfields	ìbə́tˊ	i b ə t
35142	water	njengrassfields	mèlə́pˊ	m e l ə p
35143	woman	njengrassfields	wə̂wɛ̄k	w ə w ɛ k
35144	animal	okugrassfields	ɲàm	ɲ a m
35145	arm	okugrassfields	ēbkɔ̂i	e b k ɔ i
35146	ashes	okugrassfields	kə̄ɓə̂l	k ə ɓ ə l
35147	bed	okugrassfields	ēbkón	e b k o n
35148	belly	okugrassfields	ēblɛ̂:	e b l ɛː
35149	bird	okugrassfields	fə̄nʊ́n	f ə n ʊ n
35150	bite	okugrassfields	lo᷆m	l o m
35151	blood	okugrassfields	m̄dóŋ	m d o ŋ
35152	bone	okugrassfields	kēvʊ́f	k e v ʊ f
35153	breast	okugrassfields	īɣɨ̂n	i ɣ ɨ n
35154	burn	okugrassfields	ɲɔ̀k	ɲ ɔ k
35155	child	okugrassfields	ɣɔ́n	ɣ ɔ n
35156	cloud	okugrassfields	mbàk	m b a k
35157	come	okugrassfields	ɡwì	g w i
35158	count	okugrassfields	ta᷆ŋ	t a ŋ
35159	dew	okugrassfields	īŋwâk	i ŋ w a k
35160	die	okugrassfields	kwūɔ̀	k w u ɔ
35161	dog	okugrassfields	buɔ̂	b u ɔ
35162	drink	okugrassfields	ɲə:	ɲ əː
35163	ear	okugrassfields	kētóōlé	k e t o o l e
35164	eat	okugrassfields	kfəl	k f ə l
35165	egg	okugrassfields	īɣúm̄	i ɣ u m
35166	elephant	okugrassfields	kètàm	k e t a m
35167	eye	okugrassfields	īʃiɛ̂	i ʃ i ɛ
35168	face	okugrassfields	īkɨ̂k	i k ɨ k
35169	fall	okugrassfields	fɛ̄ì	f ɛ i
35170	fat, oil	okugrassfields	m̄və́l	m v ə l
35171	feather	okugrassfields	īvə̂l	i v ə l
35172	fire	okugrassfields	ɛ̄βvə́s	ɛ β v ə s
35173	fire-wood	okugrassfields	m̀kāˋk	m k a k
35174	fish	okugrassfields	sə́:	s əː
35175	five	okugrassfields	tan	t a n
35176	fly	okugrassfields	tàn	t a n
35177	four	okugrassfields	kwè	k w e
35178	give	okugrassfields	fɔ᷆	f ɔ
35179	goat	okugrassfields	ɓʌî	ɓ ʌ i
35180	ground, soil	okugrassfields	ntīɛ̀	n t i ɛ
35181	hair	okugrassfields	nʊ̂ŋ	n ʊ ŋ
35182	head	okugrassfields	kētô:	k e t oː
35183	hear	okugrassfields	ɥūɔ̀	ɥ u ɔ
35184	heart	okugrassfields	ītɪ́m	i t ɪ m
35185	horn	okugrassfields	ndɔŋ	n d ɔ ŋ
35186	house	okugrassfields	ndā:̀	n d aː
35187	hunger	okugrassfields	dʒíŋ	dʒ i ŋ
35188	intestine	okugrassfields	ēbtɔ̂:	e b t ɔː
35189	iron	okugrassfields	kēkâs	k e k a s
35190	kill	okugrassfields	ɥūì	ɥ u i
35191	knee	okugrassfields	īlʌî	i l ʌ i
35192	knife	okugrassfields	fèfìak	f e f i a k
35193	leaf	okugrassfields	īfó:	i f oː
35194	leg	okugrassfields	kēv:ə́	k e vː ə
35195	liver	okugrassfields	ìbɛ̄ì	i b ɛ i
35196	man	okugrassfields	ɛ̀blómɛ̀n	ɛ b l o m ɛ n
35197	moon	okugrassfields	ndʒɔ̄ŋ	n dʒ ɔ ŋ
35198	mouth	okugrassfields	ēbtʃuɔ̂	e b tʃ u ɔ
35199	name	okugrassfields	īɣɪ́l	i ɣ ɪ l
35200	navel	okugrassfields	ītɔ́ŋ	i t ɔ ŋ
35201	neck	okugrassfields	ɛ̄btɔ́ŋ̄	ɛ b t ɔ ŋ
35202	night	okugrassfields	nthəɨ̄k	n t h ə ɨ k
35203	nose	okugrassfields	īɥuî	i ɥ u i
35204	one	okugrassfields	mɔ̀	m ɔ
35205	person	okugrassfields	wɪ̂l	w ɪ l
35206	rain	okugrassfields	īwú:	i w uː
35207	road	okugrassfields	dʒí:	dʒ iː
35208	root	okugrassfields	īɣáŋ	i ɣ a ŋ
35209	salt	okugrassfields	fə̄ŋɡwâŋ	f ə ŋ g w a ŋ
35210	sand	okugrassfields	kēsɛ́sɛí	k e s ɛ s ɛ i
35211	see	okugrassfields	ɥɛ᷆n	ɥ ɛ n
35212	send	okugrassfields	tom	t o m
35213	sing	okugrassfields	ɥɪ᷆m	ɥ ɪ m
35214	skin	okugrassfields	ɡwuɔ̂	g w u ɔ
35215	sky	okugrassfields	ɡvūò	g v u o
35216	smoke	okugrassfields	fēlîk	f e l i k
35217	snake	okugrassfields	ɥuɔ̂	ɥ u ɔ
35218	spear	okugrassfields	īɣɔ́ŋ	i ɣ ɔ ŋ
35219	steal	okugrassfields	tʃɔ᷆ŋ	tʃ ɔ ŋ
35220	stone	okugrassfields	ŋɡɔ̀k	ŋ g ɔ k
35221	sun	okugrassfields	tʃuî	tʃ u i
35222	tail	okugrassfields	ēbkón	e b k o n
35223	ten	okugrassfields	ìvʊm	i v ʊ m
35224	three	okugrassfields	tá:	t aː
35225	tongue	okugrassfields	kēlé:mê	k e l eː m e
35226	tooth	okugrassfields	īʃɔ́ŋ	i ʃ ɔ ŋ
35227	tree	okugrassfields	fēkâk	f e k a k
35228	two	okugrassfields	bâ	b a
35229	urine	okugrassfields	ə̄mə̄ndʒʉ̂:nə̀	ə m ə n dʒ ʉː n ə
35230	village	okugrassfields	ntɛ̀k	n t ɛ k
35231	water	okugrassfields	m̄mɔ́:	m m ɔː
35232	wind	okugrassfields	ēbfiɛ̂f	e b f i ɛ f
35233	woman	okugrassfields	ɛ̀wīì	ɛ w i i
35234	animal	p11ndengeleko	mɲama	m ɲ a m a
35235	arm	p11ndengeleko	luboko	l u b o k o
35236	ashes	p11ndengeleko	liu	l i u
35237	bark	p11ndengeleko	lipande	l i p a n d e
35238	bed	p11ndengeleko	lusasi	l u s a s i
35239	belly	p11ndengeleko	ndumbo	n d u m b o
35240	big	p11ndengeleko	ngulu	n g u l u
35241	bird	p11ndengeleko	kiyuni	k i j u n i
35242	bite	p11ndengeleko	(ku)luma	k u l u m a
35243	blood	p11ndengeleko	damu	d a m u
35244	bone	p11ndengeleko	kiupa	k i u p a
35245	breast	p11ndengeleko	mabele	m a b e l e
35246	burn	p11ndengeleko	(ku)yaka	k u j a k a
35247	child	p11ndengeleko	mwana	m w a n a
35248	cloud	p11ndengeleko	liunde	l i u n d e
35249	come	p11ndengeleko	kwisa	k w i s a
35250	count	p11ndengeleko	(ku)baya	k u b a j a
35251	dew	p11ndengeleko	umande	u m a n d e
35252	die	p11ndengeleko	kiwo	k i w o
35253	dog	p11ndengeleko	mbwa	m b w a
35254	drink	p11ndengeleko	kuɲwa	k u ɲ w a
35255	ear	p11ndengeleko	likitu	l i k i t u
35256	eat	p11ndengeleko	kulʸa	k u lʲ a
35257	egg	p11ndengeleko	lifiŋga	l i f i ŋ g a
35258	elephant	p11ndengeleko	ndembu	n d e m b u
35259	eye	p11ndengeleko	lijo	l i j o
35260	face	p11ndengeleko	kumiɲo	k u m i ɲ o
35261	fall	p11ndengeleko	(ku)tumbuka	k u t u m b u k a
35262	fat, oil	p11ndengeleko	mauta	m a u t a
35263	feather	p11ndengeleko	matipwo	m a t i p w o
35264	fingernail	p11ndengeleko	lujubo	l u j u b o
35265	fire	p11ndengeleko	moto	m o t o
35266	fire-wood	p11ndengeleko	ingu	i n g u
35267	fish	p11ndengeleko	omba	o m b a
35268	five	p11ndengeleko	tano	t a n o
35269	fly	p11ndengeleko	ku-guluka	k u g u l u k a
35270	four	p11ndengeleko	ina	i n a
35271	give	p11ndengeleko	mbaya	m b a j a
35272	goat	p11ndengeleko	mbusi	m b u s i
35273	ground, soil	p11ndengeleko	ukando	u k a n d o
35274	hair	p11ndengeleko	luɲwili	l u ɲ w i l i
35275	head	p11ndengeleko	mutwe	m u t w e
35276	hear	p11ndengeleko	(ku)yuwa	k u j u w a
35277	heart	p11ndengeleko	moyo	m o j o
35278	horn	p11ndengeleko	lipembe	l i p e m b e
35279	house	p11ndengeleko	ɲumba	ɲ u m b a
35280	hunger	p11ndengeleko	nnzaLa	n n z a l a
35281	intestine	p11ndengeleko	matumbo	m a t u m b o
35282	iron	p11ndengeleko	kiuma	k i u m a
35283	kill	p11ndengeleko	bulanga	b u l a n g a
35284	knee	p11ndengeleko	lijua	l i j u a
35285	knife	p11ndengeleko	kiimbe	k i i m b e
35286	know	p11ndengeleko	(ku)tanga	k u t a n g a
35287	leaf	p11ndengeleko	liɲei	l i ɲ e i
35288	leg	p11ndengeleko	ukugulu	u k u g u l u
35289	liver	p11ndengeleko	ini	i n i
35290	louse	p11ndengeleko	mala	m a l a
35291	man	p11ndengeleko	nnalume	n n a l u m e
35292	moon	p11ndengeleko	mweɲi	m w e ɲ i
35293	mouth	p11ndengeleko	nkanwa	n k a n w a
35294	name	p11ndengeleko	liina	l i i n a
35295	navel	p11ndengeleko	luku	l u k u
35296	neck	p11ndengeleko	ingo	i n g o
35297	night	p11ndengeleko	kilo	k i l o
35298	nose	p11ndengeleko	mbula	m b u l a
35299	one	p11ndengeleko	lumo	l u m o
35300	person	p11ndengeleko	mundu	m u n d u
35301	rain	p11ndengeleko	ula	u l a
35302	road	p11ndengeleko	ndila	n d i l a
35303	root	p11ndengeleko	lukiga	l u k i g a
35304	salt	p11ndengeleko	mwiɲo	m w i ɲ o
35305	sand	p11ndengeleko	mwaangi	m w a a n g i
35306	see	p11ndengeleko	(ku)bona	k u b o n a
35307	send	p11ndengeleko	(ku)tuma	k u t u m a
35308	shame	p11ndengeleko	oni	o n i
35309	sing	p11ndengeleko	(ku)yimba	k u j i m b a
35310	skin	p11ndengeleko	likiŋgo	l i k i ŋ g o
35311	sleep	p11ndengeleko	lugono	l u g o n o
35312	smoke	p11ndengeleko	lioi	l i o i
35313	snake	p11ndengeleko	ɲoka	ɲ o k a
35314	spear	p11ndengeleko	nkwa	n k w a
35315	steal	p11ndengeleko	(ku)jiba	k u j i b a
35316	stone	p11ndengeleko	libwe	l i b w e
35317	sun	p11ndengeleko	lisuba	l i s u b a
35318	tail	p11ndengeleko	lukila	l u k i l a
35319	ten	p11ndengeleko	kumi	k u m i
35320	three	p11ndengeleko	itatu	i t a t u
35321	tongue	p11ndengeleko	lulimi	l u l i m i
35322	tooth	p11ndengeleko	lino	l i n o
35323	tree	p11ndengeleko	lutela	l u t e l a
35324	two	p11ndengeleko	ibili	i b i l i
35325	urine	p11ndengeleko	makoso	m a k o s o
35326	village	p11ndengeleko	nsengo	n s e n g o
35327	vomit	p11ndengeleko	ku-tapika	k u t a p i k a
35328	walk	p11ndengeleko	kujenda da kʷa magulu	k u j e n d a + d a + kʷ a + m a g u l u
35329	war	p11ndengeleko	ngondo	n g o n d o
35330	water	p11ndengeleko	masi	m a s i
35331	wind	p11ndengeleko	upepo	u p e p o
35332	woman	p11ndengeleko	nnwawa	n n w a w a
35333	animal	p12rufiji	mɲama	m ɲ a m a
35334	arm	p12rufiji	luboko	l u b o k o
35335	ashes	p12rufiji	liu	l i u
35336	bed	p12rufiji	kindanda	k i n d a n d a
35337	belly	p12rufiji	litumbo	l i t u m b o
35338	big	p12rufiji	ngolo	n g o l o
35339	bite	p12rufiji	luma, numa	l u m a
35340	blood	p12rufiji	damu	d a m u
35341	bone	p12rufiji	liupa	l i u p a
35342	breast	p12rufiji	mabele	m a b e l e
35343	burn	p12rufiji	kutinika	k u t i n i k a
35344	child	p12rufiji	mwana	m w a n a
35345	cloud	p12rufiji	liunde	l i u n d e
35346	come	p12rufiji	isa	i s a
35347	count	p12rufiji	kubaya	k u b a j a
35348	dew	p12rufiji	lisume	l i s u m e
35349	die	p12rufiji	kuwaa	k u w a a
35350	dog	p12rufiji	mbwaa	m b w a a
35351	drink	p12rufiji	kuɲuaa	k u ɲ u a a
35352	ear	p12rufiji	likutu	l i k u t u
35353	eat	p12rufiji	kulia	k u l i a
35354	egg	p12rufiji	lifiŋga	l i f i ŋ g a
35355	elephant	p12rufiji	ndembo	n d e m b o
35356	eye	p12rufiji	liyo	l i j o
35357	face	p12rufiji	uso	u s o
35358	fall	p12rufiji	kutomboka	k u t o m b o k a
35359	fat, oil	p12rufiji	mauta	m a u t a
35360	feather	p12rufiji	matupio	m a t u p i o
35361	fingernail	p12rufiji	yobo	j o b o
35362	fire	p12rufiji	moto	m o t o
35363	fire-wood	p12rufiji	ingu	i n g u
35364	fish	p12rufiji	omba	o m b a
35365	five	p12rufiji	tano	t a n o
35366	fly	p12rufiji	ku-goloka	k u g o l o k a
35367	four	p12rufiji	ina	i n a
35368	give	p12rufiji	mpai	m p a i
35369	goat	p12rufiji	mbusi	m b u s i
35370	ground, soil	p12rufiji	ukando	u k a n d o
35371	hair	p12rufiji	luɲwili	l u ɲ w i l i
